77036716,11898935,71249436,13815269,18860903,10482491,18560060,10539741,17739384,11890915,15022935,11852517,15053148,9046411,93754680,12636384,40035616,10408572,13732883,9599226,16130655,8972959,10939533,12232327,13827009,8564537,14612191,8519431,16722497,11575617,17224177,12146293
77036903,11899025,71249510,13815359,18861057,10482549,18560147,10539741,17739522,11890917,15023054,11852631,15053232,9046421,93754688,12636390,40035708,10408718,13732901,9599236,16130948,8972961,10939805,12232333,13827054,8564539,14612231,8519439,16722506,11575639,17224185,12146295
77037048,11899079,71249704,13815411,18861231,10482579,18560293,10539745,17739621,11890921,15023147,11852753,15053326,9046433,93754696,12636392,40035847,10408912,13732920,9599242,16131242,8972963,10940064,12232339,13827092,8564543,14612267,8519445,16722527,11575667,17224197,12146299
77037319,11899185,71250064,13815527,18861442,10482645,18560471,10539745,17739719,11890921,15023292,11852867,15053434,9046443,93754719,12636402,40036347,10409110,13732968,9599250,16131533,8972963,10940338,12232357,13827111,8564547,14612329,8519453,16722551,11575697,17224213,12146342
77037515,11899285,71250227,13815623,18861603,10482651,18560610,10539747,17739825,11890935,15023415,11852898,15053534,9046519,93754735,12636410,40036453,10409268,13732980,9599258,16131820,8972973,10940600,12232377,13827150,8564589,14612379,8519465,16722596,11575727,17224236,12146348
77037914,11899371,71250553,13815703,18861813,10482657,18560866,10539759,17739944,11890943,15023615,11853033,15053683,9046531,93754743,12636414,40036780,10409432,13733014,9599268,16132104,8973001,10940862,12232383,13827192,8564595,14612431,8519477,16722650,11575765,17224257,12146358
77038396,11899447,71250805,13815793,18861974,10482665,18561037,10539791,17740105,11890949,15023742,11853163,15053817,9046549,93754757,12636416,40037213,10409544,13733036,9599276,16132382,8973003,10941124,12232385,13827231,8564599,14612471,8519485,16722705,11575777,17224279,12146366
77038685,11899537,71250972,13815905,18862099,10482687,18561242,10539815,17740213,11891003,15023819,11853271,15053949,9046555,93754771,12636418,40037399,10409720,13733051,9599282,16132660,8973009,10941387,12232393,13827259,8564599,14612511,8519493,16722766,11575811,17224287,12146376
77039283,11899701,71251188,13816048,18862279,10482779,18561359,10539831,17740379,11891091,15023938,11853404,15054105,9046698,93754825,12636438,40037763,10409756,13733101,9599480,16133010,8973023,10941658,12232423,13827303,8564661,14612569,8519533,16722832,11575857,17224345,12146398
77039542,11899761,71251394,13816108,18862412,10482811,18561491,10539831,17740469,11891119,15024023,11853490,15054247,9046698,93754849,12636438,40038093,10409758,13733114,9599616,16133304,8973023,10941916,12232433,13827338,8564661,14612619,8519539,16722895,11575857,17224390,12146422
77039823,11899843,71251644,13816188,18862536,10482859,18561631,10539849,17740561,11891161,15024116,11853596,15054368,9046700,93754951,12636440,40038349,10409760,13733130,9599744,16133593,8973025,10942177,12232443,13827369,8564665,14612659,8519545,16722956,11575857,17224436,12146426
77040649,11899957,71252030,13816302,18862629,10482935,18561799,10539897,17740656,11891207,15024199,11853702,15054461,9046700,93755086,12636440,40039157,10409762,13733145,9599934,16133886,8973025,10942440,12232451,13827399,8564669,14612715,8519551,16723017,11575859,17224494,12146428
77040846,11900053,71252283,13816396,18862773,10482967,18561981,10539933,17740814,11891293,15024286,11853890,15054556,9046708,93755182,12636444,40039384,10409766,13733165,9600209,16134180,8973029,10942705,12232459,13827433,8564683,14612763,8519559,16723077,11575903,17224614,12146434
