23,1334,12,17932,12,3,301,1110,4,649,539,8,230,802,44,1924,745,603,59,46,5091,24665,2265,3679,85,17,46,10,5,1513,4,1455
21,1,14,15105,12,1,340,35,5,247,546,5,270,2,46,769,791,2,21,19,5479,1100,2518,4371,4,63,130,9,4,728,4,714
143,1,20,399,13,2,347,54,5,120,556,5,193,5,176,738,728,6,27,14,5394,21,2521,6257,5,95,115,7,25,198,3,210
21,1,19,141,16,1,361,52,5,115,569,5,194,3,59,759,790,0,12,17,5436,245,2626,6321,7,36,2,7,130,161,4,241
684,2,24,409,15,2,333,59,4,183,541,12,170,9,69,739,825,3,11,33,5104,6,2514,5891,5,53,5,66,127,172,2,270
18,3,25,239,12,2,354,55,5,185,551,5,228,5,59,748,801,4,14,17,5173,185,2554,6050,8,33,2,26,127,170,5,220
250,1,26,338,11,2,355,58,5,181,548,15,188,10,76,748,809,11,21,17,5083,53,2613,5938,12,45,8,11,129,179,6,212
486,72,32,205,34,14,362,66,20,137,546,17,177,22,72,731,826,10,35,25,4921,235,2512,5996,17,50,16,57,138,235,17,209
32,73,49,76,24,368,372,45,56,207,536,116,231,119,108,50,791,21,34,60,4648,22,2496,5563,88,766,67,37,10,170,61,290
131,1,26,1,13,29,367,3,5,178,547,3,184,4,122,356,811,1,66,11,5045,9,2601,5795,2,779,131,14,4,177,3,247
374,1,22,29,13,5,364,3,9,119,545,5,173,9,166,398,814,4,8,12,4731,9,2609,5596,5,788,129,6,5,268,8,226
359,233,29,57,16,5,355,2,6,144,545,3,190,6,130,29,900,256,78,119,4824,8,2622,5146,4,458,130,27,4,247,6,285
19,28,24,756,16,58,370,3,4,72,549,3,215,4,43,3,877,0,81,344,4886,8,2634,3778,4,8,129,19,2,145,3,266
129,35,29,750,18,224,356,31,8,319,537,4,210,7,64,11,823,5,126,165,4739,9,2597,3512,3,7,114,13,0,203,3,244
370,172,25,736,43,323,356,52,8,177,563,9,207,65,71,3,815,4,32,93,4836,8,2535,3539,34,11,1,29,1,267,1,137
