83,23,28,16,42,19,78,13,41,15,48,6,27,3,188,3,1,2,1,1,6,3,7,2,4,1,0,4,4,18,5,26
109,19,31,11,28,10,40,12,35,9,44,9,6,0,173,2,4,0,4,1,8,0,12,2,9,0,4,0,2,24,7,21
125,23,45,26,43,13,42,12,37,7,37,8,17,3,186,6,2,0,1,1,10,0,10,3,5,0,3,1,8,32,6,10
98,16,56,26,28,13,32,19,33,17,47,12,10,2,169,1,0,4,2,2,6,1,8,0,6,4,8,4,7,46,4,19
129,16,46,34,37,23,39,24,45,18,48,24,17,1,185,3,4,8,7,2,12,4,15,5,8,9,8,4,18,40,11,21
101,21,43,14,40,27,28,14,33,11,34,12,16,0,173,0,2,1,1,0,9,3,8,1,4,4,4,3,12,29,4,8
128,18,32,12,17,10,21,10,22,4,40,2,6,0,147,0,0,1,0,2,7,2,3,0,3,2,2,3,7,28,11,2
105,12,48,11,30,18,41,13,25,6,27,7,10,0,173,1,0,2,1,2,6,1,9,2,1,2,2,0,5,22,6,21
124,13,51,10,28,19,33,16,35,12,31,12,14,0,167,0,2,0,2,2,7,1,8,1,2,1,4,2,7,25,5,28
104,13,44,8,25,10,22,9,30,13,38,9,9,2,162,2,0,3,3,1,9,2,4,2,3,0,2,0,12,29,7,26
116,27,41,23,21,17,25,12,29,10,40,10,12,4,165,0,0,1,3,1,10,1,6,2,9,1,3,1,5,38,5,13
88,23,62,17,41,11,25,15,27,6,39,8,19,0,185,0,0,5,2,3,11,4,9,4,2,1,2,1,4,39,5,21
107,20,69,20,34,19,32,9,44,17,49,10,22,5,188,1,3,1,5,5,13,3,13,3,0,4,11,3,8,38,7,21
119,12,31,15,24,21,25,20,27,10,30,5,13,2,146,4,0,1,2,5,8,2,10,1,6,3,2,2,4,29,10,18
115,17,69,15,37,13,29,17,28,8,40,7,18,4,157,3,1,10,7,2,15,6,11,6,6,3,2,10,10,51,7,20
116,17,56,26,28,12,26,13,23,6,43,4,7,1,177,1,0,0,0,0,8,3,8,0,8,2,2,0,6,34,4,10
126,9,45,11,20,12,29,13,20,2,32,6,13,0,148,1,0,1,3,2,7,0,2,1,4,1,0,1,2,26,2,17
95,18,54,25,25,14,35,14,40,6,47,12,12,3,181,2,2,0,1,4,5,0,10,2,10,6,8,4,6,46,9,23
114,23,36,15,37,18,32,16,28,7,45,19,17,3,167,5,13,7,10,6,19,7,13,7,10,6,9,6,8,42,20,27
113,12,71,12,20,17,29,20,26,12,39,5,15,3,190,0,4,2,1,2,12,4,6,2,5,0,8,1,4,31,13,13
142,9,47,5,22,17,28,10,28,9,24,4,9,1,154,5,6,1,2,3,8,1,10,0,1,1,0,2,1,34,7,7
124,19,32,12,53,7,30,13,33,9,44,2,8,1,159,0,1,0,0,3,14,2,9,2,7,3,6,1,3,24,6,16
109,18,71,15,56,15,37,22,39,14,42,10,15,4,199,2,1,2,4,2,11,2,3,2,5,2,9,1,4,34,8,27
114,16,42,10,37,14,33,12,32,13,34,8,13,1,174,0,1,2,2,3,5,1,9,5,5,3,14,0,8,28,7,17
89,16,52,15,27,15,31,25,43,14,30,5,12,4,164,1,1,1,1,7,10,7,9,1,6,0,4,3,3,36,13,30
6,31,1,22,8,31,26,25,30,14,45,18,23,3,204,1,1,5,1,6,16,2,14,6,6,5,4,7,8,30,9,16
1,19,1,18,15,18,26,14,28,3,40,4,14,2,191,1,4,1,2,3,6,2,7,0,3,4,6,0,9,20,10,4
1,14,3,21,12,16,30,13,33,7,41,4,6,0,170,4,2,1,2,5,9,1,5,2,4,2,8,0,8,35,8,10
1,15,1,18,14,9,18,17,26,5,22,5,6,1,167,1,2,2,1,2,5,2,10,1,2,3,3,2,5,19,4,6
1,22,2,16,21,19,26,13,24,5,31,7,12,3,191,3,0,2,3,1,9,2,7,2,3,3,7,5,6,27,7,15
0,18,4,18,25,17,33,22,34,9,40,10,9,0,187,0,4,4,2,0,9,3,6,0,7,4,6,2,4,30,5,12
3,10,2,12,12,12,17,13,22,7,25,8,7,2,161,1,1,6,0,2,5,4,11,0,6,1,8,3,9,20,8,21
0,17,5,17,20,26,32,17,39,2,47,8,21,2,189,1,0,1,2,1,6,1,3,2,4,3,8,2,6,28,6,22
1,27,1,17,23,28,32,20,44,6,44,13,11,4,192,0,3,1,1,1,9,0,8,4,6,0,7,3,2,32,7,12
22,21,5,13,30,23,26,12,31,7,47,11,15,3,190,1,2,1,4,1,9,2,4,4,7,1,12,2,4,27,9,11
129,22,67,20,33,15,44,23,45,11,38,17,27,4,186,2,1,4,4,7,11,4,15,7,9,6,5,7,10,44,9,30
112,17,44,15,22,16,24,15,28,5,38,12,12,0,155,0,1,1,1,1,8,1,5,0,2,0,6,1,8,31,5,19
116,15,43,13,42,16,29,13,25,4,28,5,12,0,153,0,1,0,3,1,9,1,4,0,0,1,2,2,7,25,2,18
116,22,32,19,54,22,52,21,49,16,47,21,11,0,184,0,5,4,2,1,14,3,12,3,10,3,12,2,9,38,8,34
105,18,51,14,29,15,30,13,35,8,32,11,10,0,182,0,3,1,2,2,14,1,5,4,2,1,8,1,1,30,14,24
125,26,24,28,40,20,32,13,37,9,47,14,13,1,177,0,2,3,3,1,7,3,6,0,2,5,6,1,9,37,7,25
105,18,61,15,28,11,24,17,26,6,45,12,14,1,178,0,1,2,2,1,10,2,6,1,7,6,2,1,3,22,6,13
101,14,59,11,15,11,20,12,25,10,32,4,6,2,155,2,2,2,0,0,6,0,4,1,4,0,2,2,6,18,5,6
124,13,42,14,29,10,28,19,26,7,34,7,7,2,172,0,1,1,0,0,4,1,3,1,3,0,5,4,2,31,4,11
115,14,28,11,34,13,30,13,33,10,47,5,6,2,154,1,2,1,1,4,6,2,20,0,0,2,4,1,5,39,3,20
100,13,27,20,60,10,33,16,47,20,44,20,12,5,164,3,6,6,7,4,0,6,40,5,5,4,6,6,19,43,10,23
116,16,53,16,25,13,21,14,22,8,28,6,10,0,150,1,2,0,1,1,8,3,4,2,3,7,7,1,6,20,9,22
131,15,30,13,28,14,24,18,27,3,34,12,9,1,150,1,2,2,1,2,8,0,8,3,3,2,7,1,6,36,5,9
118,22,40,11,33,11,33,11,33,11,47,10,15,1,181,0,1,0,1,0,2,2,14,2,8,3,4,3,7,35,5,19
129,22,30,18,36,18,44,19,33,8,56,9,18,4,179,0,4,0,1,2,5,2,7,1,6,1,3,4,3,40,7,13
114,11,27,19,56,11,34,15,30,7,34,6,14,3,159,3,1,6,0,1,10,6,10,2,4,3,7,0,4,32,6,21
139,12,27,20,37,18,33,7,24,6,29,7,11,0,169,1,0,3,0,0,10,2,5,1,5,1,2,1,5,25,4,33
131,12,42,23,39,13,41,19,36,9,62,7,16,5,194,2,2,1,4,1,18,4,8,3,3,1,6,4,5,45,6,25
136,13,27,26,42,23,42,21,43,13,48,9,10,2,183,1,3,0,2,2,11,2,3,0,4,1,2,4,9,47,12,18
130,19,23,12,26,7,30,16,25,6,41,6,7,0,165,1,0,1,3,0,6,2,5,0,1,0,3,3,2,32,9,16
110,21,33,26,33,18,38,31,45,17,53,12,13,4,195,6,5,3,4,5,9,5,10,1,5,2,4,1,12,42,10,10
125,25,24,21,29,19,22,15,42,14,36,8,8,4,179,1,2,2,0,3,9,5,11,1,2,1,9,1,6,31,5,3
115,11,33,13,34,9,43,13,33,12,32,6,10,0,175,2,1,1,4,2,7,3,13,0,2,1,3,0,2,33,5,9
132,14,43,6,21,10,23,15,24,4,32,9,6,0,155,1,1,0,5,0,4,1,6,4,3,2,3,1,6,26,3,3
