Running 1m test @ http://frontend:5000
  10 threads and 30 connections
  Thread calibration: mean lat.: 81.165ms, rate sampling interval: 380ms
  Thread calibration: mean lat.: 62.252ms, rate sampling interval: 386ms
  Thread calibration: mean lat.: 52.461ms, rate sampling interval: 247ms
  Thread calibration: mean lat.: 53.285ms, rate sampling interval: 250ms
  Thread calibration: mean lat.: 66.691ms, rate sampling interval: 403ms
  Thread calibration: mean lat.: 61.968ms, rate sampling interval: 353ms
  Thread calibration: mean lat.: 53.223ms, rate sampling interval: 232ms
  Thread calibration: mean lat.: 58.813ms, rate sampling interval: 291ms
  Thread calibration: mean lat.: 69.654ms, rate sampling interval: 313ms
  Thread calibration: mean lat.: 68.447ms, rate sampling interval: 370ms
  Thread Stats   Avg      Stdev     99%   +/- Stdev
    Latency    65.45ms   75.30ms 367.10ms   88.04%
    Req/Sec   401.19     34.68   484.00     69.30%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   39.97ms
 75.000%   84.67ms
 90.000%  156.67ms
 99.000%  367.10ms
 99.900%  532.48ms
 99.990%  611.33ms
 99.999%  633.85ms
100.000%  644.09ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.781     0.000000            1         1.00
       6.787     0.100000        20061         1.11
      13.167     0.200000        40122         1.25
      20.463     0.300000        60167         1.43
      29.199     0.400000        80220         1.67
      39.967     0.500000       100298         2.00
      46.431     0.550000       110316         2.22
      53.823     0.600000       120344         2.50
      62.655     0.650000       130359         2.86
      72.639     0.700000       140402         3.33
      84.671     0.750000       150457         4.00
      91.967     0.775000       155459         4.44
     100.159     0.800000       160453         5.00
     109.951     0.825000       165466         5.71
     122.175     0.850000       170484         6.67
     137.215     0.875000       175508         8.00
     146.431     0.887500       178002         8.89
     156.671     0.900000       180494        10.00
     167.807     0.912500       183004        11.43
     180.223     0.925000       185510        13.33
     196.991     0.937500       188026        16.00
     206.847     0.943750       189267        17.78
     218.367     0.950000       190515        20.00
     231.167     0.956250       191779        22.86
     246.015     0.962500       193031        26.67
     262.655     0.968750       194286        32.00
     271.615     0.971875       194905        35.56
     282.623     0.975000       195536        40.00
     294.655     0.978125       196155        45.71
     310.783     0.981250       196785        53.33
     325.631     0.984375       197415        64.00
     334.591     0.985938       197726        71.11
     344.831     0.987500       198041        80.00
     357.887     0.989062       198349        91.43
     375.551     0.990625       198665       106.67
     398.591     0.992188       198978       128.00
     409.599     0.992969       199133       142.22
     418.815     0.993750       199291       160.00
     428.543     0.994531       199445       182.86
     442.623     0.995313       199602       213.33
     457.471     0.996094       199758       256.00
     466.943     0.996484       199836       284.44
     478.975     0.996875       199917       320.00
     487.679     0.997266       199992       365.71
     498.175     0.997656       200071       426.67
     506.623     0.998047       200150       512.00
     510.463     0.998242       200192       568.89
     515.071     0.998437       200227       640.00
     520.703     0.998633       200266       731.43
     527.359     0.998828       200306       853.33
     534.015     0.999023       200348      1024.00
     537.599     0.999121       200365      1137.78
     543.231     0.999219       200387      1280.00
     549.375     0.999316       200403      1462.86
     559.615     0.999414       200423      1706.67
     573.951     0.999512       200443      2048.00
     580.607     0.999561       200452      2275.56
     586.751     0.999609       200462      2560.00
     590.847     0.999658       200472      2925.71
     594.943     0.999707       200483      3413.33
     597.503     0.999756       200493      4096.00
     600.063     0.999780       200496      4551.11
     604.159     0.999805       200502      5120.00
     606.719     0.999829       200507      5851.43
     608.255     0.999854       200511      6826.67
     610.815     0.999878       200517      8192.00
     611.327     0.999890       200520      9102.22
     612.351     0.999902       200523     10240.00
     612.351     0.999915       200523     11702.86
     614.399     0.999927       200526     13653.33
     616.959     0.999939       200529     16384.00
     616.959     0.999945       200529     18204.44
     624.639     0.999951       200532     20480.00
     624.639     0.999957       200532     23405.71
     625.151     0.999963       200533     27306.67
     628.735     0.999969       200534     32768.00
     629.247     0.999973       200536     36408.89
     629.247     0.999976       200536     40960.00
     629.247     0.999979       200536     46811.43
     632.319     0.999982       200537     54613.33
     632.319     0.999985       200537     65536.00
     633.855     0.999986       200538     72817.78
     633.855     0.999988       200538     81920.00
     633.855     0.999989       200538     93622.86
     640.511     0.999991       200539    109226.67
     640.511     0.999992       200539    131072.00
     640.511     0.999993       200539    145635.56
     640.511     0.999994       200539    163840.00
     640.511     0.999995       200539    187245.71
     644.095     0.999995       200540    218453.33
     644.095     1.000000       200540          inf
#[Mean    =       65.447, StdDeviation   =       75.299]
#[Max     =      643.584, Total count    =       200540]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  240254 requests in 1.00m, 99.25MB read
Requests/sec:   4004.18
Transfer/sec:      1.65MB
