Running 1m test @ http://frontend:5000
  10 threads and 30 connections
  Thread calibration: mean lat.: 181.459ms, rate sampling interval: 695ms
  Thread calibration: mean lat.: 81.894ms, rate sampling interval: 335ms
  Thread calibration: mean lat.: 72.040ms, rate sampling interval: 282ms
  Thread calibration: mean lat.: 53.325ms, rate sampling interval: 228ms
  Thread calibration: mean lat.: 88.457ms, rate sampling interval: 367ms
  Thread calibration: mean lat.: 123.669ms, rate sampling interval: 617ms
  Thread calibration: mean lat.: 156.691ms, rate sampling interval: 818ms
  Thread calibration: mean lat.: 97.081ms, rate sampling interval: 385ms
  Thread calibration: mean lat.: 86.081ms, rate sampling interval: 395ms
  Thread calibration: mean lat.: 69.447ms, rate sampling interval: 294ms
  Thread Stats   Avg      Stdev     99%   +/- Stdev
    Latency    45.70ms   42.80ms 199.55ms   84.44%
    Req/Sec   371.02     28.47   441.00     70.74%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   32.51ms
 75.000%   63.07ms
 90.000%  102.46ms
 99.000%  199.55ms
 99.900%  291.33ms
 99.990%  365.82ms
 99.999%  388.86ms
100.000%  395.01ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.359     0.000000            1         1.00
       6.851     0.100000        18556         1.11
      12.087     0.200000        37118         1.25
      17.743     0.300000        55670         1.43
      24.463     0.400000        74181         1.67
      32.511     0.500000        92738         2.00
      37.183     0.550000       102057         2.22
      42.367     0.600000       111294         2.50
      48.319     0.650000       120548         2.86
      55.199     0.700000       129816         3.33
      63.071     0.750000       139092         4.00
      67.711     0.775000       143770         4.44
      72.767     0.800000       148377         5.00
      78.655     0.825000       153037         5.71
      85.247     0.850000       157640         6.67
      93.119     0.875000       162295         8.00
      97.407     0.887500       164598         8.89
     102.463     0.900000       166919        10.00
     108.159     0.912500       169252        11.43
     114.367     0.925000       171541        13.33
     121.599     0.937500       173876        16.00
     125.887     0.943750       175021        17.78
     130.623     0.950000       176184        20.00
     136.191     0.956250       177337        22.86
     142.719     0.962500       178509        26.67
     150.655     0.968750       179656        32.00
     155.135     0.971875       180234        35.56
     160.383     0.975000       180822        40.00
     166.399     0.978125       181402        45.71
     173.055     0.981250       181977        53.33
     181.503     0.984375       182559        64.00
     185.855     0.985938       182844        71.11
     190.847     0.987500       183131        80.00
     196.479     0.989062       183421        91.43
     202.111     0.990625       183711       106.67
     209.407     0.992188       184004       128.00
     212.735     0.992969       184148       142.22
     216.831     0.993750       184292       160.00
     221.951     0.994531       184438       182.86
     227.967     0.995313       184580       213.33
     234.623     0.996094       184727       256.00
     238.719     0.996484       184798       284.44
     242.815     0.996875       184872       320.00
     247.167     0.997266       184942       365.71
     251.903     0.997656       185015       426.67
     257.791     0.998047       185087       512.00
     261.375     0.998242       185126       568.89
     265.983     0.998437       185162       640.00
     272.895     0.998633       185196       731.43
     281.087     0.998828       185232       853.33
     292.863     0.999023       185270      1024.00
     296.959     0.999121       185287      1137.78
     303.103     0.999219       185308      1280.00
     306.431     0.999316       185323      1462.86
     317.439     0.999414       185341      1706.67
     326.911     0.999512       185360      2048.00
     332.031     0.999561       185368      2275.56
     335.103     0.999609       185377      2560.00
     338.431     0.999658       185387      2925.71
     340.735     0.999707       185395      3413.33
     347.135     0.999756       185404      4096.00
     354.815     0.999780       185409      4551.11
     357.631     0.999805       185413      5120.00
     359.423     0.999829       185419      5851.43
     361.471     0.999854       185422      6826.67
     365.311     0.999878       185428      8192.00
     365.567     0.999890       185429      9102.22
     367.615     0.999902       185431     10240.00
     371.455     0.999915       185434     11702.86
     371.967     0.999927       185436     13653.33
     374.015     0.999939       185438     16384.00
     375.295     0.999945       185439     18204.44
     377.599     0.999951       185440     20480.00
     378.879     0.999957       185442     23405.71
     383.999     0.999963       185443     27306.67
     386.303     0.999969       185444     32768.00
     386.303     0.999973       185444     36408.89
     387.071     0.999976       185445     40960.00
     388.095     0.999979       185446     46811.43
     388.095     0.999982       185446     54613.33
     388.863     0.999985       185447     65536.00
     388.863     0.999986       185447     72817.78
     388.863     0.999988       185447     81920.00
     390.143     0.999989       185448     93622.86
     390.143     0.999991       185448    109226.67
     390.143     0.999992       185448    131072.00
     390.143     0.999993       185448    145635.56
     390.143     0.999994       185448    163840.00
     395.007     0.999995       185449    187245.71
     395.007     1.000000       185449          inf
#[Mean    =       45.700, StdDeviation   =       42.799]
#[Max     =      394.752, Total count    =       185449]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  222050 requests in 1.00m, 91.80MB read
Requests/sec:   3700.77
Transfer/sec:      1.53MB
