Running 1m test @ http://nginx-web-server:8080/wrk2-api/review/compose
  10 threads and 30 connections
  Thread calibration: mean lat.: 62.521ms, rate sampling interval: 426ms
  Thread calibration: mean lat.: 25.244ms, rate sampling interval: 128ms
  Thread calibration: mean lat.: 22.593ms, rate sampling interval: 52ms
  Thread calibration: mean lat.: 24.204ms, rate sampling interval: 69ms
  Thread calibration: mean lat.: 20.433ms, rate sampling interval: 52ms
  Thread calibration: mean lat.: 27.235ms, rate sampling interval: 136ms
  Thread calibration: mean lat.: 21.442ms, rate sampling interval: 80ms
  Thread calibration: mean lat.: 41.195ms, rate sampling interval: 276ms
  Thread calibration: mean lat.: 19.132ms, rate sampling interval: 54ms
  Thread calibration: mean lat.: 30.537ms, rate sampling interval: 130ms
  Thread Stats   Avg      Stdev     99%   +/- Stdev
    Latency    27.53ms   55.08ms 283.14ms   90.34%
    Req/Sec    43.82     31.99   132.00     69.66%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    9.34ms
 75.000%   14.43ms
 90.000%   78.91ms
 99.000%  283.14ms
 99.900%  488.45ms
 99.990%  542.72ms
 99.999%  630.27ms
100.000%  630.27ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       3.923     0.000000            1         1.00
       5.951     0.100000         2188         1.11
       6.771     0.200000         4374         1.25
       7.535     0.300000         6545         1.43
       8.359     0.400000         8731         1.67
       9.335     0.500000        10925         2.00
       9.943     0.550000        12008         2.22
      10.671     0.600000        13098         2.50
      11.519     0.650000        14188         2.86
      12.695     0.700000        15273         3.33
      14.431     0.750000        16364         4.00
      15.575     0.775000        16908         4.44
      17.183     0.800000        17457         5.00
      19.839     0.825000        17999         5.71
      25.631     0.850000        18545         6.67
      45.759     0.875000        19089         8.00
      61.407     0.887500        19362         8.89
      78.911     0.900000        19635        10.00
      94.847     0.912500        19908        11.43
     110.783     0.925000        20180        13.33
     127.807     0.937500        20453        16.00
     136.703     0.943750        20592        17.78
     145.151     0.950000        20726        20.00
     155.647     0.956250        20864        22.86
     167.039     0.962500        20999        26.67
     180.991     0.968750        21135        32.00
     189.311     0.971875        21204        35.56
     199.679     0.975000        21271        40.00
     210.943     0.978125        21339        45.71
     222.463     0.981250        21407        53.33
     238.591     0.984375        21476        64.00
     247.167     0.985938        21512        71.11
     256.383     0.987500        21544        80.00
     274.431     0.989062        21578        91.43
     290.047     0.990625        21612       106.67
     308.479     0.992188        21646       128.00
     316.927     0.992969        21663       142.22
     325.631     0.993750        21680       160.00
     334.335     0.994531        21697       182.86
     351.487     0.995313        21714       213.33
     371.967     0.996094        21731       256.00
     380.159     0.996484        21740       284.44
     387.583     0.996875        21748       320.00
     394.239     0.997266        21757       365.71
     407.295     0.997656        21766       426.67
     419.327     0.998047        21774       512.00
     428.543     0.998242        21778       568.89
     448.511     0.998437        21782       640.00
     468.479     0.998633        21787       731.43
     486.143     0.998828        21791       853.33
     488.959     0.999023        21795      1024.00
     492.287     0.999121        21797      1137.78
     495.871     0.999219        21799      1280.00
     499.455     0.999316        21802      1462.86
     504.575     0.999414        21804      1706.67
     509.183     0.999512        21806      2048.00
     509.951     0.999561        21807      2275.56
     516.607     0.999609        21808      2560.00
     518.399     0.999658        21809      2925.71
     518.655     0.999707        21810      3413.33
     519.935     0.999756        21811      4096.00
     520.191     0.999780        21812      4551.11
     520.191     0.999805        21812      5120.00
     529.919     0.999829        21813      5851.43
     529.919     0.999854        21813      6826.67
     542.719     0.999878        21814      8192.00
     542.719     0.999890        21814      9102.22
     542.719     0.999902        21814     10240.00
     590.335     0.999915        21815     11702.86
     590.335     0.999927        21815     13653.33
     590.335     0.999939        21815     16384.00
     590.335     0.999945        21815     18204.44
     590.335     0.999951        21815     20480.00
     630.271     0.999957        21816     23405.71
     630.271     1.000000        21816          inf
#[Mean    =       27.530, StdDeviation   =       55.076]
#[Max     =      629.760, Total count    =        21816]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  26790 requests in 1.00m, 4.71MB read
  Non-2xx or 3xx responses: 37
Requests/sec:    446.42
Transfer/sec:     80.32KB
