Running 1m test @ http://nginx-thrift:8080/wrk2-api/post/compose
  10 threads and 30 connections
  Thread calibration: mean lat.: 26.925ms, rate sampling interval: 148ms
  Thread calibration: mean lat.: 26.348ms, rate sampling interval: 156ms
  Thread calibration: mean lat.: 25.181ms, rate sampling interval: 130ms
  Thread calibration: mean lat.: 24.965ms, rate sampling interval: 151ms
  Thread calibration: mean lat.: 28.238ms, rate sampling interval: 173ms
  Thread calibration: mean lat.: 27.279ms, rate sampling interval: 145ms
  Thread calibration: mean lat.: 22.786ms, rate sampling interval: 124ms
  Thread calibration: mean lat.: 26.807ms, rate sampling interval: 146ms
  Thread calibration: mean lat.: 24.908ms, rate sampling interval: 84ms
  Thread calibration: mean lat.: 28.612ms, rate sampling interval: 215ms
  Thread Stats   Avg      Stdev     99%   +/- Stdev
    Latency    23.31ms   41.88ms 183.93ms   88.52%
    Req/Sec   150.06     51.18   276.00     75.48%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    7.20ms
 75.000%   12.85ms
 90.000%   81.66ms
 99.000%  183.93ms
 99.900%  280.58ms
 99.990%  319.74ms
 99.999%  328.96ms
100.000%  337.66ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       2.459     0.000000            1         1.00
       4.259     0.100000         7514         1.11
       4.895     0.200000        14980         1.25
       5.531     0.300000        22482         1.43
       6.259     0.400000        29972         1.67
       7.195     0.500000        37430         2.00
       7.791     0.550000        41174         2.22
       8.551     0.600000        44924         2.50
       9.511     0.650000        48662         2.86
      10.815     0.700000        52392         3.33
      12.847     0.750000        56136         4.00
      14.407     0.775000        58005         4.44
      16.879     0.800000        59877         5.00
      21.631     0.825000        61748         5.71
      32.319     0.850000        63615         6.67
      53.983     0.875000        65487         8.00
      67.903     0.887500        66421         8.89
      81.663     0.900000        67360        10.00
      94.463     0.912500        68292        11.43
     107.199     0.925000        69228        13.33
     120.127     0.937500        70164        16.00
     126.527     0.943750        70632        17.78
     132.735     0.950000        71110        20.00
     138.495     0.956250        71572        22.86
     144.511     0.962500        72042        26.67
     150.271     0.968750        72506        32.00
     153.087     0.971875        72736        35.56
     156.415     0.975000        72973        40.00
     160.767     0.978125        73206        45.71
     164.735     0.981250        73440        53.33
     169.855     0.984375        73674        64.00
     172.927     0.985938        73791        71.11
     176.639     0.987500        73907        80.00
     180.479     0.989062        74022        91.43
     186.495     0.990625        74141       106.67
     194.815     0.992188        74256       128.00
     199.423     0.992969        74313       142.22
     204.671     0.993750        74372       160.00
     211.839     0.994531        74430       182.86
     221.823     0.995313        74489       213.33
     231.935     0.996094        74547       256.00
     236.927     0.996484        74577       284.44
     243.199     0.996875        74606       320.00
     250.111     0.997266        74635       365.71
     254.847     0.997656        74664       426.67
     264.191     0.998047        74693       512.00
     267.519     0.998242        74708       568.89
     270.591     0.998437        74724       640.00
     272.383     0.998633        74737       731.43
     277.503     0.998828        74752       853.33
     282.111     0.999023        74767      1024.00
     284.415     0.999121        74774      1137.78
     287.743     0.999219        74781      1280.00
     291.583     0.999316        74788      1462.86
     294.911     0.999414        74797      1706.67
     298.751     0.999512        74803      2048.00
     300.799     0.999561        74807      2275.56
     302.591     0.999609        74810      2560.00
     307.455     0.999658        74814      2925.71
     309.503     0.999707        74818      3413.33
     312.319     0.999756        74821      4096.00
     313.087     0.999780        74823      4551.11
     313.599     0.999805        74825      5120.00
     315.135     0.999829        74827      5851.43
     317.439     0.999854        74830      6826.67
     317.439     0.999878        74830      8192.00
     317.695     0.999890        74831      9102.22
     319.743     0.999902        74832     10240.00
     321.535     0.999915        74833     11702.86
     323.071     0.999927        74834     13653.33
     323.327     0.999939        74835     16384.00
     323.327     0.999945        74835     18204.44
     326.655     0.999951        74836     20480.00
     326.655     0.999957        74836     23405.71
     327.423     0.999963        74837     27306.67
     327.423     0.999969        74837     32768.00
     327.423     0.999973        74837     36408.89
     328.959     0.999976        74838     40960.00
     328.959     0.999979        74838     46811.43
     328.959     0.999982        74838     54613.33
     328.959     0.999985        74838     65536.00
     328.959     0.999986        74838     72817.78
     337.663     0.999988        74839     81920.00
     337.663     1.000000        74839          inf
#[Mean    =       23.314, StdDeviation   =       41.879]
#[Max     =      337.408, Total count    =        74839]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  89822 requests in 1.00m, 18.42MB read
Requests/sec:   1497.04
Transfer/sec:    314.32KB
